"spkid","full_name","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
1001907,"     C/2003 A5 (SOHO)","2003 A5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452655.5,52655,2003-01-16.0,J2000,1.0000,,0.005,144.84,12.29,89.76,,,,2452655.55,2003-01-16.0,,,,,,,,,,,,,,,,,,PAR,,0,2003-01-15,2003-01-15,23,,,,,T,,,,,,,,
1001908,"     C/2003 B1 (SOHO)","2003 B1",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452656.6,52656,2003-01-17.0,J2000,1.0000,,0.035,73.36,74.15,56.25,,,,2452656.58,2003-01-17.0,,,,,,,,,,,,,,,,,,PAR,,1,2003-01-16,2003-01-17,20,,,,,T,,,,,,,,
1001909,"     C/2003 B2 (SOHO)","2003 B2",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452658.9,52658,2003-01-19.3,J2000,1.0000,,0.005,144.97,7.39,86.68,,,,2452658.87,2003-01-19.3,,,,,,,,,,,,,,,,,,PAR,,1,2003-01-18,2003-01-19,11,,,,,T,,,,,,,,
1002530,"     C/2003 B3 (SOHO)","2003 B3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452662.8,52662,2003-01-23.2,J2000,1.0000,,0.005,144.73,3.77,80.30,,,,2452662.79,2003-01-23.2,,,,,,,,,,,,,,,,,,PAR,,0,2003-01-22,2003-01-22,9,,,,,T,,,,,,,,
1001910,"     C/2003 C1 (SOHO)","2003 C1",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452675.0,52674,2003-02-04.4,J2000,1.0000,,0.005,140.05,347.03,74.03,,,,2452674.99,2003-02-04.4,,,,,,,,,,,,,,,,,,PAR,,1,2003-02-03,2003-02-04,14,,,,,T,,,,,,,,
1001911,"     C/2003 C2 (SOHO)","2003 C2",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452680.4,52680,2003-02-09.9,J2000,1.0000,,0.005,144.47,11.52,89.57,,,,2452680.43,2003-02-09.9,,,,,,,,,,,,,,,,,,PAR,,1,2003-02-08,2003-02-09,57,,,,,T,,,,,,,,
1001912,"     C/2003 C3 (SOHO)","2003 C3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452681.7,52681,2003-02-11.2,J2000,1.0000,,0.005,142.05,8.91,88.56,,,,2452681.71,2003-02-11.2,,,,,,,,,,,,,,,,,,PAR,,0,2003-02-10,2003-02-10,8,,,,,T,,,,,,,,
1001913,"     C/2003 C4 (SOHO)","2003 C4",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452685.1,52685,2003-02-14.5,J2000,1.0000,,0.005,145.05,8.77,86.95,,,,2452685.08,2003-02-14.5,,,,,,,,,,,,,,,,,,PAR,,1,2003-02-13,2003-02-14,16,,,,,T,,,,,,,,
1001914,"     C/2003 C5 (SOHO)","2003 C5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452687.5,52687,2003-02-17.0,J2000,1.0000,,0.005,144.42,1.84,80.73,,,,2452687.55,2003-02-17.0,,,,,,,,,,,,,,,,,,PAR,,1,2003-02-15,2003-02-16,31,,,,,T,,,,,,,,
1002531,"     C/2003 C6 (SOHO)","2003 C6",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452679.3,52679,2003-02-08.7,J2000,1.0000,,0.005,146.81,351.72,69.69,,,,2452679.26,2003-02-08.7,,,,,,,,,,,,,,,,,,PAR,,0,2003-02-08,2003-02-08,8,,,,,T,,,,,,,,
1001915,"     C/2003 D1 (SOHO)","2003 D1",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452699.6,52699,2003-03-01.1,J2000,1.0000,,0.005,144.70,9.68,87.09,,,,2452699.60,2003-03-01.1,,,,,,,,,,,,,,,,,,PAR,,0,2003-02-28,2003-02-28,20,,,,,T,,,,,,,,
1001916,"     C/2003 E2 (SOHO)","2003 E2",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452703.3,52703,2003-03-04.7,J2000,1.0000,,0.005,144.06,2.57,83.69,,,,2452703.28,2003-03-04.7,,,,,,,,,,,,,,,,,,PAR,,0,2003-03-04,2003-03-04,13,,,,,T,,,,,,,,
1001917,"     C/2003 E3 (SOHO)","2003 E3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452710.6,52710,2003-03-12.0,J2000,1.0000,,0.005,145.29,7.97,85.61,,,,2452710.58,2003-03-12.0,,,,,,,,,,,,,,,,,,PAR,,0,2003-03-11,2003-03-11,15,,,,,T,,,,,,,,
1001918,"     C/2003 E4 (SOHO)","2003 E4",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452714.6,52714,2003-03-16.1,J2000,1.0000,,0.005,144.66,9.37,87.98,,,,2452714.65,2003-03-16.1,,,,,,,,,,,,,,,,,,PAR,,0,2003-03-15,2003-03-15,11,,,,,T,,,,,,,,
1001919,"     C/2003 F3 (SOHO)","2003 F3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452719.8,52719,2003-03-21.3,J2000,1.0000,,0.005,144.59,9.82,88.18,,,,2452719.80,2003-03-21.3,,,,,,,,,,,,,,,,,,PAR,,1,2003-03-20,2003-03-21,43,,,,,T,,,,,,,,
1001920,"     C/2003 F4 (SOHO)","2003 F4",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452724.5,52724,2003-03-25.9,J2000,1.0000,,0.005,145.06,8.50,84.78,,,,2452724.46,2003-03-25.9,,,,,,,,,,,,,,,,,,PAR,,0,2003-03-25,2003-03-25,14,,,,,T,,,,,,,,
1001921,"     C/2003 F5 (SOHO)","2003 F5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452729.3,52729,2003-03-30.8,J2000,1.0000,,0.005,144.55,10.01,88.12,,,,2452729.30,2003-03-30.8,,,,,,,,,,,,,,,,,,PAR,,1,2003-03-29,2003-03-30,57,,,,,T,,,,,,,,
1000431,"     C/2003 G1 (LINEAR)","2003 G1",LINEAR,C,,,0,,,6.2,9.5,9.75,5.,0.03,,,,,,,,,,,,,"JPL 56",2452876.5,52876,2003-08-25.0,J2000,1.0014,-3565,4.916,66.85,246.09,11.42,0.00,,4.631e-06,2452674.15,2003-02-03.6,,,3.92,1.52e+03,0.398,,6.7e-06,1.7e+01,8.1e-06,2.8e-05,2.0e-05,2.0e-04,6.8e-06,,3.4e-08,1.3e-03,,HYP,"Otto Matic",555,2003-04-08,2004-10-14,1472,,,,.6293,,,,,,,,,
1001922,"     C/2003 G3 (SOHO)","2003 G3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452734.8,52734,2003-04-05.3,J2000,1.0000,,0.017,169.70,87.61,174.63,,,,2452734.80,2003-04-05.3,,,,,,,,,,,,,,,,,,PAR,,0,2003-04-04,2003-04-04,48,,,,,T,,,,,,,,
1001923,"     C/2003 G4 (SOHO)","2003 G4",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452732.3,52732,2003-04-02.7,J2000,1.0000,,0.005,147.49,1.78,82.80,,,,2452732.28,2003-04-02.7,,,,,,,,,,,,,,,,,,PAR,,0,2003-04-02,2003-04-02,6,,,,,T,,,,,,,,
1002532,"     C/2003 G5 (SOHO)","2003 G5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452736.4,52736,2003-04-06.8,J2000,1.0000,,0.005,144.12,4.20,83.04,,,,2452736.35,2003-04-06.8,,,,,,,,,,,,,,,,,,PAR,,0,2003-04-06,2003-04-06,6,,,,,T,,,,,,,,
1001924,"     C/2003 H5 (SOHO)","2003 H5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452757.0,52756,2003-04-27.4,J2000,1.0000,,0.035,71.35,75.17,56.64,,,,2452756.98,2003-04-27.4,,,,,,,,,,,,,,,,,,PAR,,0,2003-04-27,2003-04-27,16,,,,,T,,,,,,,,
1001925,"     C/2003 H6 (SOHO)","2003 H6",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452760.1,52760,2003-04-30.5,J2000,1.0000,,0.026,27.05,243.47,80.67,,,,2452760.06,2003-04-30.5,,,,,,,,,,,,,,,,,,PAR,,0,2003-04-30,2003-04-30,11,,,,,T,,,,,,,,
1001926,"     C/2003 H7 (SOHO)","2003 H7",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452760.1,52760,2003-04-30.5,J2000,1.0000,,0.027,27.90,242.66,82.57,,,,2452760.07,2003-04-30.5,,,,,,,,,,,,,,,,,,PAR,,0,2003-04-30,2003-04-30,28,,,,,T,,,,,,,,
1001927,"     C/2003 H8 (SOHO)","2003 H8",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452752.9,52752,2003-04-23.3,J2000,1.0000,,0.005,144.12,8.63,86.27,,,,2452752.88,2003-04-23.3,,,,,,,,,,,,,,,,,,PAR,,1,2003-04-22,2003-04-23,5,,,,,T,,,,,,,,
1001928,"     C/2003 H9 (SOHO)","2003 H9",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452754.5,52754,2003-04-25.0,J2000,1.0000,,0.005,143.76,8.35,84.60,,,,2452754.53,2003-04-25.0,,,,,,,,,,,,,,,,,,PAR,,0,2003-04-24,2003-04-24,10,,,,,T,,,,,,,,
1001929,"     C/2003 H10 (SOHO)","2003 H10",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452758.9,52758,2003-04-29.3,J2000,1.0000,,0.005,143.83,5.90,83.06,,,,2452758.87,2003-04-29.3,,,,,,,,,,,,,,,,,,PAR,,1,2003-04-28,2003-04-29,12,,,,,T,,,,,,,,
1001930,"     C/2003 H11 (SOHO)","2003 H11",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452759.3,52759,2003-04-29.8,J2000,1.0000,,0.005,137.20,306.78,43.23,,,,2452759.30,2003-04-29.8,,,,,,,,,,,,,,,,,,PAR,,0,2003-04-29,2003-04-29,6,,,,,T,,,,,,,,
1001931,"     C/2003 H12 (SOHO)","2003 H12",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452760.8,52760,2003-05-01.2,J2000,1.0000,,0.005,144.35,5.25,85.33,,,,2452760.78,2003-05-01.2,,,,,,,,,,,,,,,,,,PAR,,0,2003-04-30,2003-04-30,4,,,,,T,,,,,,,,
1001932,"     C/2003 J2 (SOHO)","2003 J2",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452761.1,52761,2003-05-01.6,J2000,1.0000,,0.005,143.39,7.47,84.94,,,,2452761.12,2003-05-01.6,,,,,,,,,,,,,,,,,,PAR,,0,2003-05-01,2003-05-01,5,,,,,T,,,,,,,,
1001933,"     C/2003 J3 (SOHO)","2003 J3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452765.7,52765,2003-05-06.1,J2000,1.0000,,0.005,142.82,8.48,84.58,,,,2452765.67,2003-05-06.1,,,,,,,,,,,,,,,,,,PAR,,0,2003-05-05,2003-05-05,5,,,,,T,,,,,,,,
1001934,"     C/2003 J4 (SOHO)","2003 J4",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452765.8,52765,2003-05-06.3,J2000,1.0000,,0.005,144.58,12.80,89.29,,,,2452765.84,2003-05-06.3,,,,,,,,,,,,,,,,,,PAR,,1,2003-05-05,2003-05-06,7,,,,,T,,,,,,,,
1001935,"     C/2003 J5 (SOHO)","2003 J5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452768.2,52768,2003-05-08.7,J2000,1.0000,,0.005,143.94,11.87,89.21,,,,2452768.22,2003-05-08.7,,,,,,,,,,,,,,,,,,PAR,,0,2003-05-08,2003-05-08,13,,,,,T,,,,,,,,
1001936,"     C/2003 J6 (SOHO)","2003 J6",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452769.7,52769,2003-05-10.2,J2000,1.0000,,0.005,143.08,16.55,90.64,,,,2452769.71,2003-05-10.2,,,,,,,,,,,,,,,,,,PAR,,0,2003-05-09,2003-05-09,14,,,,,T,,,,,,,,
1001937,"     C/2003 J7 (SOHO)","2003 J7",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452775.1,52775,2003-05-15.5,J2000,1.0000,,0.007,141.86,349.09,70.61,,,,2452775.06,2003-05-15.5,,,,,,,,,,,,,,,,,,PAR,,1,2003-05-14,2003-05-15,31,,,,,T,,,,,,,,
1001938,"     C/2003 J8 (SOHO)","2003 J8",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452776.1,52776,2003-05-16.6,J2000,1.0000,,0.005,144.29,3.18,82.44,,,,2452776.11,2003-05-16.6,,,,,,,,,,,,,,,,,,PAR,,1,2003-05-15,2003-05-16,39,,,,,T,,,,,,,,
1001939,"     C/2003 J9 (SOHO)","2003 J9",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452775.6,52775,2003-05-16.1,J2000,1.0000,,0.005,144.18,14.40,90.62,,,,2452775.64,2003-05-16.1,,,,,,,,,,,,,,,,,,PAR,,0,2003-05-15,2003-05-15,9,,,,,T,,,,,,,,
1001940,"     C/2003 K3 (SOHO)","2003 K3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452791.8,52791,2003-06-01.2,J2000,1.0000,,0.139,39.53,79.08,108.46,,,,2452791.75,2003-06-01.2,,,,,,,,,,,,,,,,,,PAR,,3,2003-05-25,2003-05-28,32,,,,,T,,,,,,,,
1000442,"     C/2003 K4 (LINEAR)","2003 K4",LINEAR,C,,,0,,,7.5,,7.,,,,,,,,,,,,,,,"JPL 100",2453171.5,53171,2004-06-15.0,J2000,1.0003,-3404,1.024,134.25,18.68,198.44,-0.00,,4.963e-06,2453292.22,2004-10-13.7,,,0.0479,18.6,2.01,,1.1e-06,1.3e+01,9.2e-07,7.1e-06,2.0e-05,7.0e-05,3.3e-06,,2.8e-08,5.2e-05,,HYP,"Otto Matic",1269,2003-05-28,2006-11-17,3625,,,,.63379,,8.1e-09,3.4e-10,-3.6e-09,1.1e-10,-5.6e-10,7.6e-11,,
1001941,"     C/2003 K5 (SOHO)","2003 K5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452780.9,52780,2003-05-21.3,J2000,1.0000,,0.035,72.50,74.11,55.74,,,,2452780.85,2003-05-21.3,,,,,,,,,,,,,,,,,,PAR,,0,2003-05-21,2003-05-21,16,,,,,T,,,,,,,,
1001942,"     C/2003 K6 (SOHO)","2003 K6",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452789.6,52789,2003-05-30.1,J2000,1.0000,,0.037,71.87,73.67,56.44,,,,2452789.62,2003-05-30.1,,,,,,,,,,,,,,,,,,PAR,,0,2003-05-30,2003-05-30,9,,,,,T,,,,,,,,
1001943,"     C/2003 K7 (SOHO)","2003 K7",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452784.3,52784,2003-05-24.8,J2000,1.0000,,0.005,144.15,12.35,89.70,,,,2452784.32,2003-05-24.8,,,,,,,,,,,,,,,,,,PAR,,2,2003-05-22,2003-05-24,90,,,,,T,,,,,,,,
1001944,"     C/2003 K8 (SOHO)","2003 K8",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452782.4,52782,2003-05-22.9,J2000,1.0000,,0.008,135.87,28.75,95.31,,,,2452782.41,2003-05-22.9,,,,,,,,,,,,,,,,,,PAR,,0,2003-05-22,2003-05-22,8,,,,,T,,,,,,,,
1001945,"     C/2003 K9 (SOHO)","2003 K9",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452784.4,52784,2003-05-24.8,J2000,1.0000,,0.004,144.48,1.39,81.52,,,,2452784.37,2003-05-24.8,,,,,,,,,,,,,,,,,,PAR,,1,2003-05-23,2003-05-24,56,,,,,T,,,,,,,,
1001946,"     C/2003 K10 (SOHO)","2003 K10",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452786.7,52786,2003-05-27.2,J2000,1.0000,,0.005,144.20,3.91,82.94,,,,2452786.70,2003-05-27.2,,,,,,,,,,,,,,,,,,PAR,,0,2003-05-26,2003-05-26,21,,,,,T,,,,,,,,
1001947,"     C/2003 K11 (SOHO)","2003 K11",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452787.1,52787,2003-05-27.6,J2000,1.0000,,0.005,141.58,17.80,92.22,,,,2452787.14,2003-05-27.6,,,,,,,,,,,,,,,,,,PAR,,0,2003-05-27,2003-05-27,7,,,,,T,,,,,,,,
1001948,"     C/2003 K12 (SOHO)","2003 K12",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452789.1,52789,2003-05-29.5,J2000,1.0000,,0.009,136.80,4.80,81.85,,,,2452789.09,2003-05-29.5,,,,,,,,,,,,,,,,,,PAR,,0,2003-05-29,2003-05-29,6,,,,,T,,,,,,,,
1001949,"     C/2003 K13 (SOHO)","2003 K13",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452783.9,52783,2003-05-24.3,J2000,1.0000,,0.006,148.89,348.81,72.92,,,,2452783.88,2003-05-24.3,,,,,,,,,,,,,,,,,,PAR,,1,2003-05-23,2003-05-24,11,,,,,T,,,,,,,,
1001950,"     C/2003 L3 (SOHO)","2003 L3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452793.5,52793,2003-06-02.9,J2000,1.0000,,0.005,142.65,18.74,94.51,,,,2452793.46,2003-06-02.9,,,,,,,,,,,,,,,,,,PAR,,0,2003-06-02,2003-06-02,11,,,,,T,,,,,,,,
1001951,"     C/2003 L4 (SOHO)","2003 L4",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452796.8,52796,2003-06-06.3,J2000,1.0000,,0.005,141.93,20.72,95.86,,,,2452796.81,2003-06-06.3,,,,,,,,,,,,,,,,,,PAR,,0,2003-06-05,2003-06-05,9,,,,,T,,,,,,,,
1001952,"     C/2003 L5 (SOHO)","2003 L5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452801.1,52801,2003-06-10.6,J2000,1.0000,,0.005,144.23,3.81,82.97,,,,2452801.10,2003-06-10.6,,,,,,,,,,,,,,,,,,PAR,,2,2003-06-08,2003-06-10,85,,,,,T,,,,,,,,
1001953,"     C/2003 L6 (SOHO)","2003 L6",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452800.8,52800,2003-06-10.2,J2000,1.0000,,0.005,135.18,32.28,103.35,,,,2452800.79,2003-06-10.2,,,,,,,,,,,,,,,,,,PAR,,0,2003-06-09,2003-06-09,7,,,,,T,,,,,,,,
1001954,"     C/2003 L7 (SOHO)","2003 L7",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452805.0,52805,2003-06-14.5,J2000,1.0000,,0.006,133.71,37.11,107.86,,,,2452805.03,2003-06-14.5,,,,,,,,,,,,,,,,,,PAR,,1,2003-06-13,2003-06-14,9,,,,,T,,,,,,,,
1001955,"     C/2003 L8 (SOHO)","2003 L8",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452806.6,52806,2003-06-16.0,J2000,1.0000,,0.004,141.60,14.55,91.79,,,,2452806.59,2003-06-16.0,,,,,,,,,,,,,,,,,,PAR,,0,2003-06-15,2003-06-15,13,,,,,T,,,,,,,,
1001956,"     C/2003 M1 (SOHO)","2003 M1",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452807.1,52807,2003-06-16.6,J2000,1.0000,,0.004,144.57,0.22,79.70,,,,2452807.13,2003-06-16.6,,,,,,,,,,,,,,,,,,PAR,,0,2003-06-16,2003-06-16,22,,,,,T,,,,,,,,
1001957,"     C/2003 M2 (SOHO)","2003 M2",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452809.4,52809,2003-06-18.9,J2000,1.0000,,0.004,143.54,8.57,86.95,,,,2452809.40,2003-06-18.9,,,,,,,,,,,,,,,,,,PAR,,1,2003-06-17,2003-06-18,42,,,,,T,,,,,,,,
1001958,"     C/2003 M3 (SOHO)","2003 M3",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452808.9,52808,2003-06-18.3,J2000,1.0000,,0.004,141.43,20.06,96.21,,,,2452808.89,2003-06-18.3,,,,,,,,,,,,,,,,,,PAR,,1,2003-06-17,2003-06-18,12,,,,,T,,,,,,,,
1001959,"     C/2003 M4 (SOHO)","2003 M4",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452809.5,52809,2003-06-18.9,J2000,1.0000,,0.007,141.94,10.56,89.00,,,,2452809.45,2003-06-18.9,,,,,,,,,,,,,,,,,,PAR,,0,2003-06-18,2003-06-18,8,,,,,T,,,,,,,,
1001960,"     C/2003 M5 (SOHO)","2003 M5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452810.5,52810,2003-06-19.9,J2000,1.0000,,0.007,139.29,340.42,64.34,,,,2452810.46,2003-06-19.9,,,,,,,,,,,,,,,,,,PAR,,0,2003-06-19,2003-06-19,39,,,,,T,,,,,,,,
1001961,"     C/2003 M6 (SOHO)","2003 M6",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452810.7,52810,2003-06-20.1,J2000,1.0000,,0.007,143.20,13.06,91.42,,,,2452810.66,2003-06-20.1,,,,,,,,,,,,,,,,,,PAR,,0,2003-06-19,2003-06-19,8,,,,,T,,,,,,,,
1001962,"     C/2003 M7 (SOHO)","2003 M7",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452811.4,52811,2003-06-20.9,J2000,1.0000,,0.005,145.25,344.94,65.47,,,,2452811.40,2003-06-20.9,,,,,,,,,,,,,,,,,,PAR,,0,2003-06-20,2003-06-20,9,,,,,T,,,,,,,,
1001963,"     C/2003 M8 (SOHO)","2003 M8",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452813.2,52813,2003-06-22.7,J2000,1.0000,,0.005,147.58,345.29,64.96,,,,2452813.20,2003-06-22.7,,,,,,,,,,,,,,,,,,PAR,,0,2003-06-22,2003-06-22,12,,,,,T,,,,,,,,
1001964,"     C/2003 M9 (SOHO)","2003 M9",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452814.0,52814,2003-06-23.5,J2000,1.0000,,0.005,146.97,358.61,76.12,,,,2452814.01,2003-06-23.5,,,,,,,,,,,,,,,,,,PAR,,0,2003-06-23,2003-06-23,8,,,,,T,,,,,,,,
1001965,"     C/2003 M10 (SOHO)","2003 M10",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452814.1,52814,2003-06-23.6,J2000,1.0000,,0.006,148.86,341.76,61.51,,,,2452814.11,2003-06-23.6,,,,,,,,,,,,,,,,,,PAR,,0,2003-06-23,2003-06-23,9,,,,,T,,,,,,,,
1001966,"     C/2003 M11 (SOHO)","2003 M11",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452814.3,52814,2003-06-23.7,J2000,1.0000,,0.005,145.69,341.37,60.98,,,,2452814.27,2003-06-23.7,,,,,,,,,,,,,,,,,,PAR,,0,2003-06-23,2003-06-23,17,,,,,T,,,,,,,,
1001967,"     C/2003 M12 (SOHO)","2003 M12",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452814.4,52814,2003-06-23.8,J2000,1.0000,,0.005,143.12,8.42,87.16,,,,2452814.38,2003-06-23.8,,,,,,,,,,,,,,,,,,PAR,,0,2003-06-23,2003-06-23,14,,,,,T,,,,,,,,
1001968,"     C/2003 N1 (SOHO)","2003 N1",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452826.6,52826,2003-07-06.1,J2000,1.0000,,0.005,144.79,7.21,85.86,,,,2452826.63,2003-07-06.1,,,,,,,,,,,,,,,,,,PAR,,0,2003-07-05,2003-07-05,11,,,,,T,,,,,,,,
1001969,"     C/2003 N2 (SOHO)","2003 N2",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452834.1,52834,2003-07-13.6,J2000,1.0000,,0.005,146.13,8.40,86.25,,,,2452834.14,2003-07-13.6,,,,,,,,,,,,,,,,,,PAR,,0,2003-07-13,2003-07-13,7,,,,,T,,,,,,,,
1000446,"     C/2003 O1 (LINEAR)","2003 O1",LINEAR,C,,,0,,,10.3,,4.5,,,,,,,,,,,,,,,"JPL 56",2453116.5,53116,2004-04-21.0,J2000,1.0014,-4930,6.847,117.98,347.64,81.67,0.00,,2.847e-06,2453081.71,2004-03-17.2,,,6.4,2.49e+03,4.6,,1.2e-05,4.2e+01,1.4e-05,1.6e-05,4.1e-05,2.5e-04,1.3e-06,,3.6e-08,3.3e-03,,HYP,"Otto Matic",1309,2002-07-27,2006-02-25,550,,,,.72837,,,,,,,,,
1001970,"     C/2003 O4 (SOHO)","2003 O4",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452839.7,52839,2003-07-19.2,J2000,1.0000,,0.005,134.30,330.26,58.31,,,,2452839.71,2003-07-19.2,,,,,,,,,,,,,,,,,,PAR,,0,2003-07-18,2003-07-18,15,,,,,T,,,,,,,,
1001971,"     C/2003 O5 (SOHO)","2003 O5",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452842.1,52842,2003-07-21.6,J2000,1.0000,,0.007,139.42,339.90,64.35,,,,2452842.12,2003-07-21.6,,,,,,,,,,,,,,,,,,PAR,,0,2003-07-20,2003-07-20,39,,,,,T,,,,,,,,
1001972,"     C/2003 O6 (SOHO)","2003 O6",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452845.7,52845,2003-07-25.1,J2000,1.0000,,0.005,144.55,9.49,87.25,,,,2452845.68,2003-07-25.1,,,,,,,,,,,,,,,,,,PAR,,0,2003-07-24,2003-07-24,25,,,,,T,,,,,,,,
1001973,"     C/2003 O7 (SOHO)","2003 O7",SOHO,C,,,0,,,,,,,,,,,,,,,,,,,,SAO_2008,2452847.0,52846,2003-07-26.4,J2000,1.0000,,0.005,144.99,358.30,75.97,,,,2452846.97,2003-07-26.4,,,,,,,,,,,,,,,,,,PAR,,1,2003-07-25,2003-07-26,9,,,,,T,,,,,,,,
